,mean_last_epoch_train_loss,mean_last_epoch_train_acc,mean_last_epoch_val_loss,mean_last_epoch_val_acc,cv_iterator_factory_args_batch_search_window,cv_iterator_factory_args_batch_size,model_args_hl1_kernel_num,model_args_hl1_kernels,optimizer_args_lr 
0,0.585327362595943,0.6878549184832387,0.6187071270412869,0.6645755105778918,9,323,188,"[[6, 300]]",4.696695319439392e-06 
1,6.483011154901414,0.5491848323868841,15.692279634021578,0.5,6,965,655,"[[10, 300]]",0.1753422257629147 
2,0.5259530409327093,0.7527665301615055,0.6095010262948496,0.6695668101474495,7,750,962,"[[14, 300]]",2.8868736068332623e-08 
3,5.374990148711623,0.5626717347499542,5.867881774902344,0.506136093048814,2,306,658,"[[2, 300]]",0.1753422257629147 
4,0.5779997042524136,0.6991264425718996,0.6090555498676915,0.6695668101474495,7,720,470,"[[6, 300]]",2.939949761415761e-08 
5,0.5252277446242998,0.7402107394285189,0.6084788993552879,0.6789541166773514,2,834,322,"[[6, 300]]",4.696695319439392e-06 
6,0.6043024427108182,0.6766005678695732,0.7162279649214311,0.6079769209634582,6,370,796,"[[6, 300]]",0.00209338134698811 
7,10.88507771042158,0.5562623659872084,7.123651575159143,0.5577891748328602,8,900,833,"[[7, 300]]",0.1340471701978252 
8,0.6581576877170139,0.6389906576296025,0.6735535228953642,0.626888909240773,10,660,813,"[[13, 300]]",0.003617496832315159 
9,0.7021921265800044,0.5980421478857038,0.6747445000542535,0.6031229966114113,6,812,100,"[[8, 300]]",0.06255200108281456 
10,0.5362792077002587,0.7319964737131343,0.6184087410951272,0.6642549684037,8,562,695,"[[15, 300]]",2.6747766546098006e-07 
11,0.6152533045354879,0.673992315833065,0.6282183329264323,0.6541807857862442,1,839,386,"[[7, 300]]",0.0071872443384487505 
12,0.6491015452258991,0.6416546168147077,0.7544614297372324,0.6096712153127576,1,443,739,"[[12, 300]]",0.003617496832315159 
13,0.667974792448328,0.6378343103132442,0.7466847630550987,0.5700155691913179,5,24,253,"[[9, 300]]",0.003617496832315159 
14,1.2300256693138267,0.585445485007303,1.7032860411164905,0.5596208443996703,9,110,737,"[[9, 300]]",0.028493640391696995 
15,0.6510299682617188,0.652042498626122,0.6408708235796761,0.6476325670848979,10,638,889,"[[13, 300]]",0.006080515617020166 
16,0.5734216035302006,0.7050512914453196,0.6134139923822313,0.6631101749244437,7,509,230,"[[9, 300]]",2.8863245349342037e-08 
17,6.824470907182836,0.5819403736948159,16.734379359654017,0.5020606282626614,8,500,916,"[[19, 300]]",0.25271941318159075 
18,0.5009779303667166,0.7717530683275325,0.5995228614336179,0.6800531184174375,6,260,722,"[[8, 300]]",2.8862740197865833e-08 
19,1.2586407707732858,0.5837651023636489,1.022005007817195,0.5685044417986995,5,234,357,"[[14, 300]]",0.08865482034005934 
